,scan,precmz,ms1scan,rt,charge,i,i_norm,mslevel,i_norm_ms1,filename,query_name,query,collision_type,energy,collision_type_energy
55,85,171.137969970703,83,0.285368605067,0,382332.8718261719,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
56,87,116.996887207031,86,0.290568266133,0,5757131.364746094,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
57,88,143.030319213867,86,0.294991429333,0,442485.2976074219,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
58,90,223.169097900391,89,0.300475297867,0,495113.263671875,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
59,91,149.044906616211,89,0.304897035733,0,403405.087890625,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
60,93,288.954315185547,92,0.310674351467,1,61163.17236328125,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
61,94,445.119476318359,92,0.3150972864,0,64726.908447265625,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
62,96,141.065795898438,95,0.3204591152,0,293130.02099609375,1.0,2,0.000299976010626669,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
63,97,194.995391845703,95,0.3248825,0,4715241.9638671875,1.0,2,0.000299976010626669,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
64,99,173.012298583984,98,0.3302958312,0,187685.4287109375,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
65,100,194.990921020508,98,0.334717213867,0,6111915.407714844,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
66,102,162.032653808594,101,0.339946210933,1,16305218.47680664,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
67,103,203.040084838867,101,0.344370682933,1,8682027.921142578,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
68,105,301.019226074219,104,0.349114851467,1,5682764.107177734,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
69,106,142.034942626953,104,0.353537552267,0,13169941.281738281,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
70,108,143.019012451172,107,0.358629715733,1,4677324.126220703,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
71,109,142.035003662109,107,0.363052816533,0,13495323.093017578,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
72,111,274.974975585938,110,0.367970145333,1,14056783.17602539,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
73,112,219.017517089844,110,0.372391543733,1,13525485.854248047,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
74,114,143.018920898438,113,0.377107106933,1,5430793.700683594,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
75,115,240.986953735352,113,0.381531508533,0,813642.8305664062,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
76,117,240.987121582031,116,0.386010059733,0,1110267.9296875,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
77,118,203.04020690918,116,0.390513418667,1,9948542.075927734,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
78,120,322.990234375,119,0.395170423733,1,2278596.5356445312,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
79,121,180.97834777832,119,0.39959578,0,5666271.852783203,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
80,123,502.972473144531,122,0.404769246933,1,2232956.6298828125,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
81,124,360.958404541016,122,0.409191134667,1,1650013.7658691406,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
82,126,180.978286743164,125,0.4145730056,0,1341025.6149902344,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
83,127,240.906631469727,125,0.4189960112,0,1079281.4526367188,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
84,129,404.837982177734,128,0.424453840267,0,1489941.8110351562,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
85,130,284.879333496094,128,0.4288791512,0,1474676.6684570312,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
86,132,238.862518310547,131,0.434939589333,0,1274407.435546875,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
87,133,244.870559692383,131,0.439363556533,0,1099472.4685058594,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
88,135,200.040634155273,134,0.444530082133,0,593465.2741699219,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
89,136,216.014526367188,134,0.448952426667,0,247311.37622070312,1.0,2,,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
90,138,130.086227416992,137,0.453869661333,1,9291313.289550781,1.0,2,0.0018459216693181024,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
91,139,214.056259155273,137,0.458293008267,1,531018.66015625,1.0,2,0.0018459216693181024,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
92,141,147.076416015625,140,0.46386382,1,6236335.830322266,1.0,2,0.008366993862114975,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
93,142,175.071258544922,140,0.468285129867,0,1432086.9704589844,1.0,2,0.008366993862114975,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
94,144,217.154769897461,143,0.473631859467,1,861748.6994628906,1.0,2,0.17129376001948285,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
95,145,332.095336914063,143,0.4780543408,1,654510.9768066406,1.0,2,0.17129376001948285,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
96,147,169.060607910156,146,0.482992378133,0,1479154.3413085938,1.0,2,0.08953321467980047,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
97,148,203.102478027344,146,0.487415091733,0,14334773.123291016,1.0,2,0.08953321467980047,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
98,150,187.071258544922,149,0.492144232267,1,1144340.9133300781,1.0,2,0.044454446893201126,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
99,151,273.119415283203,149,0.496565965867,0,390219.9299316406,1.0,2,0.044454446893201126,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
100,153,263.146148681641,152,0.5015415064,0,1228383.3996582031,1.0,2,0.031184730993264097,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
101,154,187.071273803711,152,0.5059648112,0,2437460.4106445312,1.0,2,0.031184730993264097,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
102,156,225.123397827148,155,0.510579504267,0,1998971.2026367188,1.0,2,0.034689665403480965,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
103,157,417.197662353516,155,0.515001706667,1,1439497.7192382812,1.0,2,0.034689665403480965,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
104,159,264.11865234375,158,0.519845265867,1,1520210.9147949219,1.0,2,0.05503977142666473,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
105,160,225.123245239258,158,0.524349278133,1,790550.0231933594,1.0,2,0.05503977142666473,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
106,162,169.060729980469,161,0.529331547733,1,3222835.47265625,1.0,2,0.017136327332034018,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
107,163,251.111267089844,161,0.533754092533,1,561501.7983398438,1.0,2,0.017136327332034018,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
108,165,126.066146850586,164,0.5392418088,1,2276291.7438964844,1.0,2,0.015112551927542881,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
109,166,335.134765625,164,0.543664861333,1,776505.7180175781,1.0,2,0.015112551927542881,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
110,168,130.086349487305,167,0.549090419467,0,3154110.2209472656,1.0,2,0.03134182592437839,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
111,169,126.06623840332,167,0.5535133424,1,1469024.1369628906,1.0,2,0.03134182592437839,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
112,171,247.092422485352,170,0.558990301067,1,1216740.9743652344,1.0,2,0.006494624036328469,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
113,172,264.118988037109,170,0.5634130672,1,650133.712890625,1.0,2,0.006494624036328469,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
114,174,251.100021362305,173,0.5683142752,1,873183.8974609375,1.0,2,0.0025322652503615697,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
115,175,260.087585449219,173,0.5727371968,1,1006181.5600585938,1.0,2,0.0025322652503615697,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
116,177,251.099899291992,176,0.577576112,1,798602.5061035156,1.0,2,0.0024026752341200094,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
117,178,530.207641601563,176,0.582005389333,1,962133.5012207031,1.0,2,0.0024026752341200094,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
118,180,212.004486083984,179,0.5868183952,0,1797509.9770507812,1.0,2,0.0026783769121089085,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
119,181,530.20751953125,179,0.5913208296,1,469281.7136230469,1.0,2,0.0026783769121089085,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
120,183,212.004577636719,182,0.596157107467,0,1431159.6618652344,1.0,2,0.001972723664210455,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
121,184,261.027954101563,182,0.6005791328,1,782185.2719726562,1.0,2,0.001972723664210455,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
122,186,246.108169555664,185,0.605721194667,1,2280360.064453125,1.0,2,0.0020398719850569045,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
123,187,675.244323730469,185,0.610142014133,1,1084670.39453125,1.0,2,0.0020398719850569045,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
124,189,246.108291625977,188,0.61520012,1,1692533.2822265625,1.0,2,0.003113614286991872,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
125,190,675.245056152344,188,0.619622773067,1,927204.5336914062,1.0,2,0.003113614286991872,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
126,192,189.073303222656,191,0.624813616267,0,9572483.678955078,1.0,2,0.005104009649366437,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
127,193,697.22705078125,191,0.629237510933,1,1443828.0180664062,1.0,2,0.005104009649366437,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
128,195,189.073440551758,194,0.6348578296,0,13052620.446777344,1.0,2,0.011312244478116346,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
129,196,697.227600097656,194,0.639282151467,1,975969.8623046875,1.0,2,0.011312244478116346,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
130,198,286.091949462891,197,0.644920462133,0,1358658.0463867188,1.0,2,0.01325278941416226,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
131,199,282.108337402344,197,0.649343557067,0,820622.1252441406,1.0,2,0.01325278941416226,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
132,201,396.097229003906,200,0.654619025333,1,1452362.048828125,1.0,2,0.01283078606836894,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
133,202,160.060424804688,200,0.659041310133,0,1328085.1723632812,1.0,2,0.01283078606836894,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
134,204,396.097259521484,203,0.664239756267,1,965787.7189941406,1.0,2,0.01733816535667863,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
135,205,198.06217956543,203,0.668662451467,1,1244926.7614746094,1.0,2,0.01733816535667863,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
136,207,198.062088012695,206,0.6738292128,1,943181.9135742188,1.0,2,0.02771750192293926,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
137,208,375.150970458984,206,0.678250973867,0,1333753.9858398438,1.0,2,0.02771750192293926,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
138,210,375.150970458984,209,0.683449376533,0,1212168.1840820312,1.0,2,0.04086739306290991,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
139,211,154.097457885742,209,0.687873267467,0,1372168.0275878906,1.0,2,0.04086739306290991,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
140,213,313.052337646484,212,0.693510197067,0,871697.453125,1.0,2,0.015359502941809893,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
141,214,142.086364746094,212,0.697933818933,0,2861853.227294922,1.0,2,0.015359502941809893,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
142,216,301.150573730469,215,0.703789906933,0,1078303.9206542969,1.0,2,0.0041730790226637005,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
143,217,142.086318969727,215,0.708213247467,0,1999271.1162109375,1.0,2,0.0041730790226637005,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
144,219,172.060256958008,218,0.713996578667,1,1076451.0141601562,1.0,2,0.0040526623257544,ms_data_04.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
